id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at,user_geom
66381,Andrea,Hubbard,andreahubbard@example.net,42,F,Acre,14330 Christopher Plains Apt. 256,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Organic,2022-04-13 01:25:00.000000 UTC,POINT(-69.4370574 -9.857324143)
85163,Charles,Spencer,charlesspencer@example.net,46,M,Acre,8949 Andrew Roads Apt. 022,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Email,2024-12-02 12:49:00.000000 UTC,POINT(-69.4370574 -9.857324143)
3130,Danielle,Acosta,danielleacosta@example.com,16,F,Acre,479 Weiss Mount,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Search,2020-04-12 12:42:00.000000 UTC,POINT(-69.4370574 -9.857324143)
79790,Jennifer,Jensen,jenniferjensen@example.com,59,F,Acre,66499 Jason Cape Suite 960,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Search,2025-05-04 18:24:00.000000 UTC,POINT(-69.4370574 -9.857324143)
4222,Leslie,Hamilton,lesliehamilton@example.net,52,F,Acre,747 Theodore Ford Apt. 828,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Email,2019-11-24 10:54:00.000000 UTC,POINT(-69.4370574 -9.857324143)
65522,Michael,Barber,michaelbarber@example.com,43,M,Acre,5950 Green Glen Suite 154,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Search,2022-12-07 08:24:00.000000 UTC,POINT(-69.4370574 -9.857324143)
16089,Dylan,Stone,dylanstone@example.com,55,M,Acre,287 Douglas Haven Apt. 699,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Search,2019-02-22 10:36:00.000000 UTC,POINT(-69.4370574 -9.857324143)
50371,Richard,Bell,richardbell@example.com,68,M,Acre,63728 Steve Lights Apt. 973,69940-000,Sena Madureira,Brasil,-9.857324143,-69.4370574,Organic,2020-01-09 01:36:00.000000 UTC,POINT(-69.4370574 -9.857324143)
2935,James,Hernandez,jameshernandez@example.org,33,M,Acre,864 Palmer Terrace,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Facebook,2025-01-11 10:15:00.000000 UTC,POINT(-67.83560991 -9.945567619)
35981,Michael,Reed,michaelreed@example.com,22,M,Acre,30928 Danielle Stravenue Apt. 869,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Organic,2019-06-02 01:45:00.000000 UTC,POINT(-67.83560991 -9.945567619)
82220,Christopher,Jordan,christopherjordan@example.net,68,M,Acre,62852 Linda Canyon Apt. 359,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Organic,2025-03-21 13:17:00.000000 UTC,POINT(-67.83560991 -9.945567619)
49201,Sara,Wilson,sarawilson@example.org,19,F,Acre,8318 Hunter Fields Suite 274,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Search,2019-07-28 08:09:00.000000 UTC,POINT(-67.83560991 -9.945567619)
98602,Cristian,Byrd,cristianbyrd@example.com,60,M,Acre,00596 Bernard Passage,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Organic,2023-08-14 09:53:00.000000 UTC,POINT(-67.83560991 -9.945567619)
7980,Joseph,Adkins,josephadkins@example.com,14,M,Acre,4411 Brooks Manor,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Search,2019-06-11 00:27:00.000000 UTC,POINT(-67.83560991 -9.945567619)
3258,Amy,Bryan,amybryan@example.com,26,F,Acre,19195 Sarah Passage Suite 714,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Display,2024-03-29 17:36:00.000000 UTC,POINT(-67.83560991 -9.945567619)
20500,Michael,Davidson,michaeldavidson@example.net,37,M,Acre,224 Nichols Pike,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Email,2020-01-14 03:36:00.000000 UTC,POINT(-67.83560991 -9.945567619)
69234,Stephen,Gonzalez,stephengonzalez@example.org,13,M,Acre,987 Joanne Mountains,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Facebook,2022-02-22 15:22:00.000000 UTC,POINT(-67.83560991 -9.945567619)
71292,Jill,Ray,jillray@example.net,61,F,Acre,63162 Johnson Tunnel,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Search,2019-04-24 12:42:00.000000 UTC,POINT(-67.83560991 -9.945567619)
15199,Christina,Edwards,christinaedwards@example.com,34,F,Acre,670 Mitchell Spurs Apt. 529,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Search,2024-12-30 14:12:00.000000 UTC,POINT(-67.83560991 -9.945567619)
14437,Justin,Davis,justindavis@example.com,54,M,Acre,5007 Phillips Course,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Search,2022-07-18 17:29:00.000000 UTC,POINT(-67.83560991 -9.945567619)
35137,April,Hawkins,aprilhawkins@example.net,57,F,Acre,146 Peterson Oval Apt. 719,69917-400,Rio Branco,Brasil,-9.945567619,-67.83560991,Search,2021-10-24 05:59:00.000000 UTC,POINT(-67.83560991 -9.945567619)
95558,Sandra,Daniels,sandradaniels@example.org,24,F,Aichi,8872 Christopher Extension Apt. 187,494-0001,Ichinomiya City,Japan,35.31768384,136.767047,Search,2019-05-22 04:21:00.000000 UTC,POINT(136.767047 35.31768384)
52522,Taylor,Smith,taylorsmith@example.net,56,F,Aichi,24972 Jackson Circle,493-0001,Ichinomiya City,Japan,35.34456343,136.7828386,Search,2019-12-18 01:00:00.000000 UTC,POINT(136.7828386 35.34456343)
78935,Andrew,Wilson,andrewwilson@example.net,58,M,Aichi,904 Natasha Glen Apt. 206,478-0046,Chita City,Japan,34.99758836,136.8526405,Search,2025-06-20 13:15:29.851079 UTC,POINT(136.8526405 34.99758836)
25279,Arthur,Rhodes,arthurrhodes@example.com,50,M,Aichi,99223 Jacob Fork Suite 207,478-0046,Chita City,Japan,34.99758836,136.8526405,Search,2020-10-02 12:11:00.000000 UTC,POINT(136.8526405 34.99758836)
89984,Sean,Brown,seanbrown@example.net,22,M,Aichi,977 Smith Walk Suite 113,455-0028,Nagoya city,Japan,35.06073258,136.8742865,Search,2021-11-12 17:17:00.000000 UTC,POINT(136.8742865 35.06073258)
79435,Cynthia,Medina,cynthiamedina@example.org,70,F,Aichi,17207 Andrew Fields,476-0015,Tokai-shi,Japan,35.03206025,136.8772933,Email,2023-02-01 14:25:00.000000 UTC,POINT(136.8772933 35.03206025)
50756,Shelby,Rowe,shelbyrowe@example.com,15,F,Aichi,55998 Gregory Views Apt. 580,476-0015,Tokai-shi,Japan,35.03206025,136.8772933,Search,2019-04-11 05:08:00.000000 UTC,POINT(136.8772933 35.03206025)
30036,Steven,Hughes,stevenhughes@example.org,69,M,Aichi,9273 Danielle Oval,478-0001,Chita City,Japan,34.98477121,136.8893832,Search,2022-08-26 00:18:00.000000 UTC,POINT(136.8893832 34.98477121)
5038,Amy,Price,amyprice@example.net,22,F,Aichi,91224 Adams Plaza Suite 791,478-0001,Chita City,Japan,34.98477121,136.8893832,Search,2021-10-19 06:34:00.000000 UTC,POINT(136.8893832 34.98477121)
17801,Vanessa,Tran,vanessatran@example.net,12,F,Aichi,156 Jones Stravenue,460-0011,Nagoya city,Japan,35.16020206,136.9019027,Email,2020-08-03 17:51:00.000000 UTC,POINT(136.9019027 35.16020206)
44748,Zachary,Brown,zacharybrown@example.net,57,M,Aichi,3825 Mckinney Lake Suite 822,460-0008,Nagoya city,Japan,35.16555266,136.9043108,Organic,2020-08-26 07:05:00.000000 UTC,POINT(136.9043108 35.16555266)
99549,Megan,Finley,meganfinley@example.org,15,F,Aichi,541 Davis Road,477-0032,Tokai-shi,Japan,34.99268727,136.9092726,Facebook,2019-11-06 04:50:00.000000 UTC,POINT(136.9092726 34.99268727)
38949,Richard,Bennett,richardbennett@example.net,18,M,Aichi,17261 Michele Flat,476-0003,Tokai-shi,Japan,35.03454129,136.9149222,Email,2023-01-13 17:21:00.000000 UTC,POINT(136.9149222 35.03454129)
85087,Miguel,Nguyen,miguelnguyen@example.org,46,M,Aichi,23564 Wilkinson Highway Apt. 460,476-0003,Tokai-shi,Japan,35.03454129,136.9149222,Organic,2024-10-11 14:02:00.000000 UTC,POINT(136.9149222 35.03454129)
22018,David,Hawkins,davidhawkins@example.net,65,M,Aichi,2011 Jo Groves Apt. 360,480-0202,Toyuyama-cho,Japan,35.24699965,136.9173158,Search,2025-02-11 09:52:00.000000 UTC,POINT(136.9173158 35.24699965)
28746,Mark,Allen,markallen@example.net,58,M,Aichi,917 Carter Fords Suite 792,480-0202,Toyuyama-cho,Japan,35.24699965,136.9173158,Display,2023-05-08 06:55:00.000000 UTC,POINT(136.9173158 35.24699965)
50777,Kathryn,Khan,kathrynkhan@example.org,18,F,Aichi,49814 Catherine Vista,476-0002,Tokai-shi,Japan,35.05246054,136.9174159,Search,2024-03-08 03:32:00.000000 UTC,POINT(136.9174159 35.05246054)
82433,Daniel,Bridges,danielbridges@example.com,41,M,Aichi,583 Harper Mount,476-0002,Tokai-shi,Japan,35.05246054,136.9174159,Search,2019-01-13 01:01:00.000000 UTC,POINT(136.9174159 35.05246054)
97877,Parker,Jennings,parkerjennings@example.net,26,M,Aichi,956 Wendy Drive,476-0002,Tokai-shi,Japan,35.05246054,136.9174159,Search,2023-05-15 07:52:00.000000 UTC,POINT(136.9174159 35.05246054)
79575,Patrick,Noble,patricknoble@example.net,36,M,Aichi,1525 Jonathan Forges Apt. 965,460-0007,Nagoya city,Japan,35.16603659,136.9206655,Search,2019-06-09 09:36:00.000000 UTC,POINT(136.9206655 35.16603659)
59420,Rachel,Foster,rachelfoster@example.com,14,F,Aichi,81311 Thomas Wall,459-8001,Nagoya city,Japan,35.06327882,136.9400082,Search,2021-04-24 08:53:00.000000 UTC,POINT(136.9400082 35.06327882)
83888,Roy,Mendoza,roymendoza@example.com,33,M,Aichi,1285 Smith Coves Suite 453,459-8001,Nagoya city,Japan,35.06327882,136.9400082,Organic,2021-04-01 15:07:00.000000 UTC,POINT(136.9400082 35.06327882)
91885,Richard,Rice,richardrice@example.com,40,M,Aichi,30223 Rocha Square Suite 425,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Organic,2022-09-26 08:09:00.000000 UTC,POINT(136.9459425 34.97464958)
36891,Anthony,Hughes,anthonyhughes@example.net,64,M,Aichi,8466 Anna Orchard Suite 765,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Search,2019-03-04 10:03:00.000000 UTC,POINT(136.9459425 34.97464958)
78433,Lori,Reyes,lorireyes@example.org,63,F,Aichi,04199 Jarvis Station Suite 958,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Email,2019-02-04 17:16:00.000000 UTC,POINT(136.9459425 34.97464958)
42917,Debra,Reid,debrareid@example.com,59,F,Aichi,28777 Renee Port Apt. 561,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Search,2021-06-25 03:45:00.000000 UTC,POINT(136.9459425 34.97464958)
81514,Steven,Sharp,stevensharp@example.com,70,M,Aichi,8668 Harris Viaduct Suite 942,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Search,2023-11-04 18:39:00.000000 UTC,POINT(136.9459425 34.97464958)
34758,Richard,Mccormick,richardmccormick@example.com,56,M,Aichi,784 George Port Suite 298,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Search,2021-09-07 04:32:00.000000 UTC,POINT(136.9459425 34.97464958)
44864,Brittany,Wilson,brittanywilson@example.org,22,F,Aichi,323 Turner Expressway Apt. 160,470-2102,Higashiura-cho,Japan,34.97464958,136.9459425,Search,2024-07-23 10:01:00.000000 UTC,POINT(136.9459425 34.97464958)
14294,Thomas,Ross,thomasross@example.net,42,M,Aichi,8368 Jennifer Trafficway Suite 281,458-0801,Nagoya city,Japan,35.0830664,136.9657866,Search,2022-12-26 02:34:00.000000 UTC,POINT(136.9657866 35.0830664)
93447,Bradley,Mora,bradleymora@example.net,36,M,Aichi,4377 Richard Street Apt. 420,458-0801,Nagoya city,Japan,35.0830664,136.9657866,Display,2019-04-15 14:22:00.000000 UTC,POINT(136.9657866 35.0830664)
67564,Michael,Romero,michaelromero@example.net,46,M,Aichi,19534 Gabrielle Cape,474-0011,Ofu City,Japan,35.02066822,136.977982,Search,2021-09-18 05:44:00.000000 UTC,POINT(136.977982 35.02066822)
74610,Evan,Myers,evanmyers@example.com,29,M,Aichi,586 Hampton Forks Suite 870,485-0802,Small animal husbandry,Japan,35.29777739,137.0016403,Search,2020-01-23 02:57:00.000000 UTC,POINT(137.0016403 35.29777739)
28897,Erica,Alvarez,ericaalvarez@example.org,45,F,Aichi,55601 Lori Ramp,485-0802,Small animal husbandry,Japan,35.29777739,137.0016403,Organic,2023-09-06 02:07:00.000000 UTC,POINT(137.0016403 35.29777739)
69625,Patricia,Chapman,patriciachapman@example.com,38,F,Aichi,19851 King Drive,470-1101,Ming Ming,Japan,35.07208199,137.0265393,Search,2022-12-01 03:22:00.000000 UTC,POINT(137.0265393 35.07208199)
51095,Sandra,Howard,sandrahoward@example.com,40,F,Aichi,23490 Erica Ferry Apt. 054,470-1101,Ming Ming,Japan,35.07208199,137.0265393,Search,2024-09-05 07:19:00.000000 UTC,POINT(137.0265393 35.07208199)
84311,Joseph,Martinez,josephmartinez@example.org,57,M,Aichi,2668 Lynn Dam Apt. 489,470-1101,Ming Ming,Japan,35.07208199,137.0265393,Search,2025-02-23 14:43:00.000000 UTC,POINT(137.0265393 35.07208199)
68098,Anthony,Gilbert,anthonygilbert@example.com,63,M,Aichi,8068 Obrien Club,470-1101,Ming Ming,Japan,35.07208199,137.0265393,Display,2019-06-09 03:26:00.000000 UTC,POINT(137.0265393 35.07208199)
7684,Richard,Humphrey,richardhumphrey@example.com,55,M,Aichi,5735 Danny Knoll Apt. 641,448-0007,Kariya City,Japan,35.03969198,137.0388583,Email,2023-11-05 16:55:00.000000 UTC,POINT(137.0388583 35.03969198)
13539,Jared,Richmond,jaredrichmond@example.org,50,M,Aichi,873 Klein Trail Suite 830,448-0007,Kariya City,Japan,35.03969198,137.0388583,Search,2019-06-21 00:09:00.000000 UTC,POINT(137.0388583 35.03969198)
27907,Caitlyn,Rivera,caitlynrivera@example.org,58,F,Aichi,53539 White Ford Apt. 664,448-0007,Kariya City,Japan,35.03969198,137.0388583,Search,2020-06-08 02:32:00.000000 UTC,POINT(137.0388583 35.03969198)
15503,Lisa,Long,lisalong@example.org,54,F,Aichi,613 Todd Plains,448-0007,Kariya City,Japan,35.03969198,137.0388583,Organic,2023-08-20 10:08:00.000000 UTC,POINT(137.0388583 35.03969198)
43526,Pamela,Harper,pamelaharper@example.com,67,F,Aichi,620 Johnson Turnpike Apt. 880,470-0162,Togo-cho,Japan,35.09201511,137.0403616,Search,2024-09-29 15:45:00.000000 UTC,POINT(137.0403616 35.09201511)
1266,Samantha,Clark,samanthaclark@example.org,35,F,Aichi,294 Grimes Groves Apt. 011,470-0162,Togo-cho,Japan,35.09201511,137.0403616,Search,2023-08-14 02:13:00.000000 UTC,POINT(137.0403616 35.09201511)
96267,Jennifer,Elliott,jenniferelliott@example.com,29,F,Aichi,402 Sanders Well,470-0162,Togo-cho,Japan,35.09201511,137.0403616,Search,2019-01-21 10:03:00.000000 UTC,POINT(137.0403616 35.09201511)
19344,Michael,Castaneda,michaelcastaneda@example.net,43,M,Aichi,4376 Scott Walk,470-0131,Daily enterprise,Japan,35.14878611,137.0411971,Organic,2023-07-31 10:21:00.000000 UTC,POINT(137.0411971 35.14878611)
89756,Paige,Jackson,paigejackson@example.org,18,F,Aichi,1608 Christian Village Suite 176,463-0001,Nagoya city,Japan,35.25001279,137.0438122,Search,2025-06-08 11:15:00.000000 UTC,POINT(137.0438122 35.25001279)
33123,Stephanie,Smith,stephaniesmith@example.com,45,F,Aichi,843 Hill Ramp,463-0001,Nagoya city,Japan,35.25001279,137.0438122,Organic,2023-12-16 18:34:00.000000 UTC,POINT(137.0438122 35.25001279)
25864,Tiffany,Lara,tiffanylara@example.net,13,F,Aichi,452 Lacey Overpass,463-0001,Nagoya city,Japan,35.25001279,137.0438122,Search,2023-02-13 12:31:00.000000 UTC,POINT(137.0438122 35.25001279)
87480,Patrick,Rasmussen,patrickrasmussen@example.com,56,M,Aichi,0607 Carlson Summit Apt. 614,480-1103,Long time,Japan,35.17350478,137.065261,Search,2021-02-23 04:48:00.000000 UTC,POINT(137.065261 35.17350478)
26260,Laurie,Gonzales,lauriegonzales@example.net,32,F,Aichi,44331 Morgan Stravenue,480-1103,Long time,Japan,35.17350478,137.065261,Organic,2021-11-30 01:17:00.000000 UTC,POINT(137.065261 35.17350478)
29060,Kristen,Long,kristenlong@example.net,70,F,Aichi,31980 Brooke Ramp,470-0151,Togo-cho,Japan,35.10907134,137.0740257,Search,2021-03-30 15:27:00.000000 UTC,POINT(137.0740257 35.10907134)
1428,Corey,Martinez,coreymartinez@example.com,69,M,Aichi,7659 Christopher Fort,470-0224,Miyoshi city,Japan,35.08598137,137.0741697,Search,2019-03-15 17:31:00.000000 UTC,POINT(137.0741697 35.08598137)
68193,Karl,Logan,karllogan@example.com,51,M,Aichi,425 Sims Courts,470-0224,Miyoshi city,Japan,35.08598137,137.0741697,Search,2022-05-04 12:57:00.000000 UTC,POINT(137.0741697 35.08598137)
85535,Ashley,Craig,ashleycraig@example.com,23,F,Aichi,69033 Thompson Mountain Suite 589,470-0224,Miyoshi city,Japan,35.08598137,137.0741697,Search,2020-10-30 07:00:00.000000 UTC,POINT(137.0741697 35.08598137)
45701,Crystal,Myers,crystalmyers@example.com,52,F,Aichi,9643 Nguyen Burgs Apt. 742,470-0224,Miyoshi city,Japan,35.08598137,137.0741697,Search,2024-09-26 10:20:00.000000 UTC,POINT(137.0741697 35.08598137)
61692,Leonard,Harris,leonardharris@example.org,25,M,Aichi,739 Anderson Burgs,441-8074,Toyohashi City,Japan,34.71371873,137.3230736,Search,2023-02-01 00:30:00.000000 UTC,POINT(137.3230736 34.71371873)
38228,Angela,Hoffman,angelahoffman@example.org,18,F,Aichi,34708 Lewis Shoal Suite 096,441-8077,Toyohashi City,Japan,34.74574607,137.3385786,Organic,2020-04-12 16:52:00.000000 UTC,POINT(137.3385786 34.74574607)
77411,Carrie,Miller,carriemiller@example.net,43,F,Akita,879 Meyer Shore Suite 483,010-0201,Lagastation,Japan,39.87638765,140.0003051,Search,2020-07-08 10:11:00.000000 UTC,POINT(140.0003051 39.87638765)
59666,Rachael,Macias,rachaelmacias@example.com,20,F,Akita,7064 Thomas Pass Suite 309,018-5201,Loda City,Japan,40.21887939,140.8412719,Search,2019-11-10 07:57:00.000000 UTC,POINT(140.8412719 40.21887939)
29789,William,Gray,williamgray@example.org,30,M,Akita,477 Andrew Valley Suite 486,018-5201,Loda City,Japan,40.21887939,140.8412719,Display,2023-09-18 12:30:00.000000 UTC,POINT(140.8412719 40.21887939)
95030,Jonathan,Walton,jonathanwalton@example.com,47,M,Alabama,89318 Margaret Extension,36608,Mobile,United States,30.68053087,-88.29475118,Organic,2022-11-04 13:52:00.000000 UTC,POINT(-88.29475118 30.68053087)
88270,Kenneth,Harrington,kennethharrington@example.org,32,M,Alabama,44473 Foster Village,36608,Mobile,United States,30.68053087,-88.29475118,Search,2022-04-04 16:04:00.000000 UTC,POINT(-88.29475118 30.68053087)
31439,Mary,Jordan,maryjordan@example.org,70,F,Alabama,21927 Wayne Green Suite 644,36608,Mobile,United States,30.68053087,-88.29475118,Search,2020-03-15 13:31:00.000000 UTC,POINT(-88.29475118 30.68053087)
73012,Ricky,Price,rickyprice@example.org,49,M,Alabama,192 Sanders Common Apt. 201,36608,Mobile,United States,30.68053087,-88.29475118,Search,2024-06-20 03:22:00.000000 UTC,POINT(-88.29475118 30.68053087)
58336,Frank,Acosta,frankacosta@example.org,27,M,Alabama,43417 Roy Parkway Suite 546,36608,Mobile,United States,30.68053087,-88.29475118,Search,2020-05-22 00:00:00.000000 UTC,POINT(-88.29475118 30.68053087)
80788,Cynthia,Miller,cynthiamiller@example.net,18,F,Alabama,0848 Cummings Greens,36608,Mobile,United States,30.68053087,-88.29475118,Organic,2023-01-20 11:52:00.000000 UTC,POINT(-88.29475118 30.68053087)
18915,Robert,Barnes,robertbarnes@example.com,62,M,Alabama,508 Diaz Views Apt. 073,36608,Mobile,United States,30.68053087,-88.29475118,Search,2023-02-09 08:48:00.000000 UTC,POINT(-88.29475118 30.68053087)
92910,James,Bennett,jamesbennett@example.com,58,M,Alabama,87607 Tara Mission Apt. 831,36608,Mobile,United States,30.68053087,-88.29475118,Search,2019-06-28 04:34:00.000000 UTC,POINT(-88.29475118 30.68053087)
95561,Timothy,Meyers,timothymeyers@example.org,62,M,Alabama,5048 Pratt Mission Apt. 957,36695,Mobile,United States,30.62895862,-88.28239545,Search,2021-01-24 13:47:00.000000 UTC,POINT(-88.28239545 30.62895862)
8418,Rebecca,Newman,rebeccanewman@example.net,57,F,Alabama,32076 Brian Via,36695,Mobile,United States,30.62895862,-88.28239545,Search,2019-08-31 03:56:00.000000 UTC,POINT(-88.28239545 30.62895862)
49660,Barbara,Chaney,barbarachaney@example.net,52,F,Alabama,522 Douglas Brooks Suite 697,36609,Mobile,United States,30.66140191,-88.16291857,Search,2023-02-21 15:27:00.000000 UTC,POINT(-88.16291857 30.66140191)
93665,Emily,Wolfe,emilywolfe@example.com,55,F,Alabama,61013 Bryant Valleys,36609,Mobile,United States,30.66140191,-88.16291857,Organic,2024-11-13 06:13:00.000000 UTC,POINT(-88.16291857 30.66140191)
83138,Steve,Austin,steveaustin@example.org,32,M,Alabama,57327 Grant Forge Suite 657,36609,Mobile,United States,30.66140191,-88.16291857,Organic,2021-10-12 14:59:00.000000 UTC,POINT(-88.16291857 30.66140191)
42857,Courtney,Gallegos,courtneygallegos@example.org,38,F,Alabama,722 Larry Mount,36605,Mobile,United States,30.60377558,-88.08849517,Facebook,2020-12-19 04:51:00.000000 UTC,POINT(-88.08849517 30.60377558)
72388,Lisa,Obrien,lisaobrien@example.com,47,F,Alabama,6223 Thomas Ways Apt. 317,36605,Mobile,United States,30.60377558,-88.08849517,Search,2019-05-06 17:53:00.000000 UTC,POINT(-88.08849517 30.60377558)
53181,Chelsea,Mason,chelseamason@example.com,42,F,Alabama,7808 Tami Estates,36532,Fairhope,United States,30.48318052,-87.86514395,Search,2025-04-06 03:26:00.000000 UTC,POINT(-87.86514395 30.48318052)
46615,Faith,Fleming,faithfleming@example.org,29,F,Alabama,114 Alan Common,36532,Fairhope,United States,30.48318052,-87.86514395,Display,2019-02-15 07:24:00.000000 UTC,POINT(-87.86514395 30.48318052)
36797,Emily,Perry,emilyperry@example.net,12,F,Alabama,454 Alex Village,36532,Fairhope,United States,30.48318052,-87.86514395,Email,2019-06-26 11:30:00.000000 UTC,POINT(-87.86514395 30.48318052)
5193,John,Rose,johnrose@example.org,41,M,Alabama,769 Aaron Knoll Apt. 590,36526,Daphne,United States,30.61363151,-87.86307516,Search,2020-10-31 01:32:00.000000 UTC,POINT(-87.86307516 30.61363151)
